interaction_id,customer_id,campaign_id,interaction_date,clicked,converted,revenue_generated
INT_00796,CUST_0021,CAMP_002,2025-10-22,0,0,187.51
INT_00797,CUST_0127,CAMP_008,2025-03-01,1,0,50.72
INT_00798,CUST_0363,CAMP_002,2025-02-13,0,1,319.81
INT_00799,CUST_0225,CAMP_005,2024-07-14,1,0,138.02
INT_00800,CUST_0225,CAMP_007,2024-08-07,1,0,184.72
INT_00801,CUST_0269,CAMP_008,2025-04-04,1,0,461.8
INT_00802,CUST_0268,CAMP_008,2025-03-15,0,0,55.52
INT_00803,CUST_0313,CAMP_005,2025-01-05,0,0,67.14
INT_00804,CUST_0082,CAMP_002,2025-08-31,0,0,374.91
INT_00805,CUST_0187,CAMP_009,2025-07-24,0,0,162.27
INT_00806,CUST_0191,CAMP_007,2024-11-28,0,0,387.62
INT_00807,CUST_0470,CAMP_003,2025-10-07,1,0,206.89
INT_00808,CUST_0145,CAMP_006,2025-01-04,0,0,75.89
INT_00809,CUST_0199,CAMP_007,2024-10-20,1,1,75.21
INT_00810,CUST_0210,CAMP_006,2025-10-20,0,0,149.43
INT_00811,CUST_0397,CAMP_003,2025-04-05,1,0,100.0
INT_00812,CUST_0174,CAMP_008,2026-01-15,0,1,44.0
INT_00813,CUST_0348,CAMP_001,2025-11-06,0,0,122.61
INT_00814,CUST_0307,CAMP_005,2026-05-11,0,0,286.37
INT_00815,CUST_0027,CAMP_008,2025-01-21,0,1,381.39
INT_00816,CUST_0405,CAMP_008,2026-03-03,1,0,130.36
INT_00817,CUST_0324,CAMP_005,2026-05-11,1,0,265.51
INT_00818,CUST_0332,CAMP_004,2025-12-21,0,0,145.71
INT_00819,CUST_0172,CAMP_005,2025-01-03,0,0,10.93
INT_00820,CUST_0034,CAMP_010,2025-03-13,0,0,386.05
INT_00821,CUST_0169,CAMP_001,2025-06-19,0,0,34.0
INT_00822,CUST_0049,CAMP_003,2025-10-05,1,0,392.95
INT_00823,CUST_0286,CAMP_002,2024-06-18,1,0,355.7
INT_00824,CUST_0348,CAMP_002,2025-04-25,0,0,156.98
INT_00825,CUST_0198,CAMP_006,2026-01-20,1,0,426.72
INT_00826,CUST_0146,CAMP_009,2025-04-28,1,0,452.55
INT_00827,CUST_0130,CAMP_007,2024-10-31,1,0,222.92
INT_00828,CUST_0371,CAMP_010,2024-10-15,1,0,442.29
INT_00829,CUST_0437,CAMP_004,2025-01-29,0,0,92.07
INT_00830,CUST_0337,CAMP_009,2025-10-19,0,1,234.16
INT_00831,CUST_0494,CAMP_001,2026-03-19,0,0,230.4
INT_00832,CUST_0465,CAMP_007,2025-02-03,0,0,166.51
INT_00833,CUST_0309,CAMP_009,2025-02-15,0,0,338.83
INT_00834,CUST_0448,CAMP_007,2025-05-14,0,0,352.03
INT_00835,CUST_0077,CAMP_009,2024-09-21,1,0,127.68
INT_00836,CUST_0171,CAMP_008,2025-06-06,0,0,373.83
INT_00837,CUST_0042,CAMP_010,2026-02-15,0,0,11.57
INT_00838,CUST_0299,CAMP_004,2026-03-25,0,1,59.6
INT_00839,CUST_0340,CAMP_008,2024-08-27,1,0,205.39
INT_00840,CUST_0073,CAMP_005,2025-12-25,1,0,198.15
INT_00841,CUST_0470,CAMP_002,2025-07-15,1,0,243.18
INT_00842,CUST_0180,CAMP_007,2025-08-09,0,0,24.02
INT_00843,CUST_0159,CAMP_001,2025-12-14,1,1,264.2
INT_00844,CUST_0496,CAMP_009,2024-06-05,0,0,456.49
INT_00845,CUST_0336,CAMP_010,2024-10-09,0,0,256.13
INT_00846,CUST_0358,CAMP_009,2025-05-20,1,0,8.1
INT_00847,CUST_0340,CAMP_010,2026-05-29,0,0,218.6
INT_00848,CUST_0201,CAMP_010,2024-11-19,0,0,16.04
INT_00849,CUST_0067,CAMP_003,2024-12-04,0,1,252.11
INT_00850,CUST_0305,CAMP_002,2026-04-29,1,0,399.14
INT_00851,CUST_0363,CAMP_008,2025-04-15,0,0,395.07
INT_00852,CUST_0481,CAMP_003,2025-08-17,1,0,246.0
INT_00853,CUST_0044,CAMP_003,2024-09-29,0,1,287.41
INT_00854,CUST_0159,CAMP_004,2025-01-17,0,0,317.19
INT_00855,CUST_0287,CAMP_004,2024-11-11,1,1,367.22
INT_00856,CUST_0193,CAMP_003,2025-01-22,1,0,282.65
INT_00857,CUST_0330,CAMP_001,2026-02-17,0,1,487.11
INT_00858,CUST_0406,CAMP_007,2025-06-17,1,1,390.29
INT_00859,CUST_0169,CAMP_002,2024-08-05,0,0,265.88
INT_00860,CUST_0417,CAMP_007,2024-09-22,0,0,399.3
INT_00861,CUST_0066,CAMP_004,2025-12-25,1,0,423.15
INT_00862,CUST_0344,CAMP_003,2025-12-22,0,0,43.87
INT_00863,CUST_0360,CAMP_010,2026-04-04,1,0,461.25
INT_00864,CUST_0425,CAMP_005,2025-08-22,1,0,305.02
INT_00865,CUST_0485,CAMP_006,2025-11-15,0,0,496.47
INT_00866,CUST_0379,CAMP_002,2024-06-15,1,0,375.95
INT_00867,CUST_0351,CAMP_002,2024-06-03,0,1,383.56
INT_00868,CUST_0468,CAMP_007,2026-03-17,1,1,215.47
INT_00869,CUST_0270,CAMP_009,2024-12-26,1,0,138.43
INT_00870,CUST_0048,CAMP_007,2026-04-12,0,0,225.64
INT_00871,CUST_0331,CAMP_009,2025-12-20,1,1,440.27
INT_00872,CUST_0344,CAMP_006,2026-01-14,0,1,369.47
INT_00873,CUST_0217,CAMP_005,2025-04-16,0,1,325.22
INT_00874,CUST_0261,CAMP_009,2025-03-17,0,1,36.51
INT_00875,CUST_0186,CAMP_008,2026-03-04,1,0,323.92
INT_00876,CUST_0010,CAMP_001,2024-06-12,0,0,169.9
INT_00877,CUST_0186,CAMP_010,2025-06-06,0,0,263.86
INT_00878,CUST_0159,CAMP_010,2025-12-19,1,0,346.29
INT_00879,CUST_0093,CAMP_009,2026-03-13,1,0,410.1
INT_00880,CUST_0487,CAMP_007,2026-04-18,1,0,216.2
INT_00881,CUST_0110,CAMP_002,2024-11-05,0,0,10.74
INT_00882,CUST_0175,CAMP_007,2025-01-25,1,1,287.37
INT_00883,CUST_0486,CAMP_003,2024-06-11,0,0,3.18
INT_00884,CUST_0393,CAMP_003,2026-03-16,1,0,414.11
INT_00885,CUST_0249,CAMP_010,2026-03-28,0,0,9.44
INT_00886,CUST_0099,CAMP_010,2025-10-07,0,0,112.61
INT_00887,CUST_0116,CAMP_010,2025-05-25,0,0,213.57
INT_00888,CUST_0071,CAMP_002,2026-03-14,0,0,129.43
INT_00889,CUST_0080,CAMP_002,2026-01-03,1,0,111.44
INT_00890,CUST_0040,CAMP_010,2025-07-11,1,0,337.27
INT_00891,CUST_0152,CAMP_002,2024-12-01,0,0,163.31
INT_00892,CUST_0433,CAMP_005,2026-02-24,1,0,228.88
INT_00893,CUST_0404,CAMP_009,2026-04-09,1,0,332.7
INT_00894,CUST_0052,CAMP_006,2025-06-16,1,0,384.96
INT_00895,CUST_0260,CAMP_007,2025-07-19,0,0,287.22
INT_00896,CUST_0395,CAMP_005,2025-04-17,1,0,177.32
INT_00897,CUST_0277,CAMP_007,2025-12-13,0,0,440.16
INT_00898,CUST_0428,CAMP_008,2025-07-22,0,0,433.62
INT_00899,CUST_0379,CAMP_010,2024-12-17,1,0,76.3
INT_00900,CUST_0453,CAMP_010,2024-06-26,1,0,386.5
INT_00901,CUST_0270,CAMP_008,2025-10-04,0,0,103.07
INT_00902,CUST_0020,CAMP_001,2025-03-06,0,0,90.79
INT_00903,CUST_0339,CAMP_003,2024-08-05,0,0,13.11
INT_00904,CUST_0173,CAMP_005,2024-11-16,1,0,300.96
INT_00905,CUST_0449,CAMP_007,2024-11-13,0,0,422.35
INT_00906,CUST_0393,CAMP_003,2026-02-24,0,0,389.73
INT_00907,CUST_0317,CAMP_010,2025-03-10,1,0,270.04
INT_00908,CUST_0068,CAMP_010,2025-02-13,0,0,477.33
INT_00909,CUST_0306,CAMP_007,2025-10-04,1,0,163.73
INT_00910,CUST_0193,CAMP_001,2024-11-01,1,1,157.67
INT_00911,CUST_0079,CAMP_007,2025-12-18,1,0,115.05
INT_00912,CUST_0084,CAMP_006,2025-08-08,0,0,104.4
INT_00913,CUST_0093,CAMP_004,2025-07-03,1,0,151.46
INT_00914,CUST_0426,CAMP_001,2025-08-31,1,0,212.14
INT_00915,CUST_0355,CAMP_008,2025-07-01,0,0,135.54
INT_00916,CUST_0395,CAMP_005,2024-11-20,0,0,468.15
INT_00917,CUST_0320,CAMP_006,2025-04-16,0,0,108.62
INT_00918,CUST_0415,CAMP_001,2025-01-20,1,0,177.67
INT_00919,CUST_0463,CAMP_006,2024-07-28,0,0,68.66
INT_00920,CUST_0085,CAMP_005,2025-12-03,0,0,449.44
INT_00921,CUST_0370,CAMP_005,2024-10-12,1,0,219.82
INT_00922,CUST_0225,CAMP_005,2025-02-20,1,1,417.08
INT_00923,CUST_0023,CAMP_008,2026-01-03,0,0,187.56
INT_00924,CUST_0211,CAMP_002,2026-04-29,0,0,221.98
INT_00925,CUST_0187,CAMP_004,2024-06-29,0,1,371.97
INT_00926,CUST_0347,CAMP_003,2024-08-31,1,0,369.96
INT_00927,CUST_0369,CAMP_005,2025-10-16,1,0,190.21
INT_00928,CUST_0122,CAMP_008,2024-10-03,0,0,223.41
INT_00929,CUST_0497,CAMP_006,2025-08-17,1,0,199.59
INT_00930,CUST_0228,CAMP_005,2025-08-26,0,1,102.82
INT_00931,CUST_0313,CAMP_007,2024-10-05,1,0,190.25
INT_00932,CUST_0146,CAMP_010,2025-08-31,1,1,407.25
INT_00933,CUST_0386,CAMP_002,2025-07-28,0,0,46.43
INT_00934,CUST_0384,CAMP_004,2026-01-14,1,1,87.55
INT_00935,CUST_0402,CAMP_008,2025-03-14,0,0,456.64
INT_00936,CUST_0230,CAMP_004,2025-05-15,1,0,362.26
INT_00937,CUST_0120,CAMP_007,2025-04-22,1,1,60.85
INT_00938,CUST_0274,CAMP_008,2025-12-04,0,0,378.3
INT_00939,CUST_0123,CAMP_009,2026-04-10,0,1,60.18
INT_00940,CUST_0159,CAMP_006,2026-01-16,1,0,244.55
INT_00941,CUST_0495,CAMP_001,2026-01-03,1,1,302.42
INT_00942,CUST_0415,CAMP_009,2024-07-24,0,0,374.84
INT_00943,CUST_0402,CAMP_003,2025-11-19,1,0,158.44
INT_00944,CUST_0241,CAMP_002,2024-08-17,1,0,95.49
INT_00945,CUST_0463,CAMP_005,2025-12-17,1,1,492.58
INT_00946,CUST_0428,CAMP_009,2025-05-03,0,0,399.9
INT_00947,CUST_0100,CAMP_007,2024-11-07,0,0,179.93
INT_00948,CUST_0189,CAMP_003,2024-10-19,1,0,127.64
INT_00949,CUST_0348,CAMP_009,2025-09-12,0,0,56.0
INT_00950,CUST_0485,CAMP_010,2025-03-24,1,0,228.48
INT_00951,CUST_0293,CAMP_001,2024-11-30,0,0,3.63
INT_00952,CUST_0226,CAMP_003,2025-02-08,0,1,401.71
INT_00953,CUST_0237,CAMP_004,2025-08-12,1,0,200.15
INT_00954,CUST_0394,CAMP_004,2025-07-09,1,0,428.75
INT_00955,CUST_0145,CAMP_001,2026-05-23,1,0,177.34
INT_00956,CUST_0399,CAMP_004,2024-07-05,0,0,472.87
INT_00957,CUST_0196,CAMP_001,2025-04-30,1,1,418.27
INT_00958,CUST_0258,CAMP_008,2025-04-16,1,0,217.07
INT_00959,CUST_0271,CAMP_001,2024-09-13,0,1,423.9
INT_00960,CUST_0215,CAMP_006,2024-11-12,0,1,150.35
INT_00961,CUST_0495,CAMP_004,2024-12-26,0,0,499.85
INT_00962,CUST_0083,CAMP_005,2024-11-03,0,0,42.23
INT_00963,CUST_0419,CAMP_006,2024-08-08,1,0,321.79
INT_00964,CUST_0103,CAMP_008,2024-06-30,0,0,194.84
INT_00965,CUST_0411,CAMP_009,2025-11-12,0,1,235.68
INT_00966,CUST_0310,CAMP_007,2025-01-04,1,1,475.65
INT_00967,CUST_0071,CAMP_002,2025-03-08,0,0,137.36
INT_00968,CUST_0447,CAMP_001,2024-06-02,0,0,323.68
INT_00969,CUST_0129,CAMP_004,2025-06-22,1,0,161.64
INT_00970,CUST_0027,CAMP_006,2024-09-18,1,0,70.37
INT_00971,CUST_0329,CAMP_008,2025-07-03,1,0,124.5
INT_00972,CUST_0247,CAMP_010,2024-08-01,1,0,282.29
INT_00973,CUST_0448,CAMP_008,2025-10-16,1,0,63.97
INT_00974,CUST_0191,CAMP_003,2025-01-05,0,0,77.88
INT_00975,CUST_0284,CAMP_008,2025-06-23,0,0,347.54
INT_00976,CUST_0479,CAMP_010,2025-04-20,1,0,381.14
INT_00977,CUST_0053,CAMP_009,2024-07-22,1,0,30.59
INT_00978,CUST_0365,CAMP_006,2025-01-24,1,0,401.19
INT_00979,CUST_0434,CAMP_006,2025-01-30,1,0,433.17
INT_00980,CUST_0265,CAMP_003,2025-05-23,0,0,330.48
INT_00981,CUST_0436,CAMP_005,2024-07-27,1,0,185.85
INT_00982,CUST_0064,CAMP_002,2026-04-26,1,0,207.44
INT_00983,CUST_0146,CAMP_005,2025-03-22,1,1,78.74
INT_00984,CUST_0043,CAMP_001,2025-03-15,1,1,86.21
INT_00985,CUST_0391,CAMP_007,2026-04-21,0,0,468.15
INT_00986,CUST_0083,CAMP_001,2025-09-25,0,0,482.65
INT_00987,CUST_0140,CAMP_003,2026-01-20,1,0,370.98
INT_00988,CUST_0231,CAMP_010,2024-11-18,0,1,405.16
INT_00989,CUST_0464,CAMP_004,2025-12-14,0,0,90.81
INT_00990,CUST_0263,CAMP_004,2025-07-14,1,0,439.54
INT_00991,CUST_0076,CAMP_004,2025-11-01,0,0,54.7
INT_00992,CUST_0426,CAMP_004,2025-10-28,1,0,81.19
INT_00993,CUST_0224,CAMP_005,2025-06-16,0,0,248.78
INT_00994,CUST_0047,CAMP_007,2026-05-24,0,0,153.03
INT_00995,CUST_0485,CAMP_009,2025-07-10,0,0,312.66
INT_00996,CUST_0467,CAMP_001,2025-03-14,1,0,454.49
INT_00997,CUST_0114,CAMP_001,2024-06-09,0,0,132.59
INT_00998,CUST_0419,CAMP_008,2025-03-08,0,0,160.54
INT_00999,CUST_0231,CAMP_003,2024-09-06,1,1,391.63
INT_01000,CUST_0453,CAMP_003,2025-07-18,0,0,165.79
INT_01001,CUST_0179,CAMP_010,2026-01-28,0,0,444.41
INT_01002,CUST_0477,CAMP_001,2024-08-29,0,0,17.11
INT_01003,CUST_0014,CAMP_004,2026-04-25,1,0,436.01
INT_01004,CUST_0213,CAMP_005,2026-01-23,1,0,456.79
INT_01005,CUST_0028,CAMP_010,2024-12-17,0,1,23.25
INT_01006,CUST_0203,CAMP_005,2025-01-09,1,1,188.52
INT_01007,CUST_0258,CAMP_005,2025-10-25,1,0,299.25
INT_01008,CUST_0192,CAMP_007,2026-03-31,1,0,262.6
INT_01009,CUST_0121,CAMP_007,2026-04-05,1,0,79.09
INT_01010,CUST_0198,CAMP_006,2026-03-09,0,0,7.47
INT_01011,CUST_0042,CAMP_008,2024-09-06,1,1,448.59
INT_01012,CUST_0192,CAMP_005,2025-03-29,0,0,46.06
INT_01013,CUST_0115,CAMP_004,2026-03-08,0,1,494.1
INT_01014,CUST_0015,CAMP_008,2024-11-23,0,0,56.21
INT_01015,CUST_0164,CAMP_005,2025-11-03,0,0,237.84
INT_01016,CUST_0477,CAMP_009,2025-10-26,1,0,491.68
INT_01017,CUST_0051,CAMP_010,2024-07-19,1,0,428.07
INT_01018,CUST_0430,CAMP_007,2024-09-18,1,0,268.36
INT_01019,CUST_0366,CAMP_010,2024-07-05,1,0,67.2
INT_01020,CUST_0333,CAMP_002,2025-08-11,1,0,301.64
INT_01021,CUST_0172,CAMP_001,2025-06-27,1,0,318.43
INT_01022,CUST_0406,CAMP_009,2026-05-25,1,0,155.72
INT_01023,CUST_0075,CAMP_006,2026-01-24,1,0,234.74
INT_01024,CUST_0071,CAMP_009,2025-03-15,0,0,451.44
INT_01025,CUST_0020,CAMP_010,2024-07-11,1,0,64.1
INT_01026,CUST_0147,CAMP_010,2025-09-13,0,0,328.19
INT_01027,CUST_0470,CAMP_005,2024-12-17,1,0,182.79
INT_01028,CUST_0425,CAMP_005,2024-08-08,0,1,306.8
INT_01029,CUST_0242,CAMP_002,2024-11-21,1,0,358.16
INT_01030,CUST_0357,CAMP_008,2024-07-30,1,0,238.89
INT_01031,CUST_0426,CAMP_002,2026-04-02,1,1,374.36
INT_01032,CUST_0072,CAMP_006,2024-10-06,0,0,425.98
INT_01033,CUST_0389,CAMP_005,2025-09-19,0,0,98.14
INT_01034,CUST_0362,CAMP_006,2024-12-08,1,0,109.66
INT_01035,CUST_0241,CAMP_005,2025-06-05,1,0,64.9
INT_01036,CUST_0230,CAMP_005,2025-01-10,1,0,471.14
INT_01037,CUST_0316,CAMP_005,2025-12-05,0,0,112.78
INT_01038,CUST_0003,CAMP_004,2024-07-26,0,1,41.09
INT_01039,CUST_0464,CAMP_003,2024-09-15,1,0,47.39
INT_01040,CUST_0041,CAMP_009,2025-11-12,0,0,201.92
INT_01041,CUST_0010,CAMP_004,2026-01-16,0,0,443.46
INT_01042,CUST_0132,CAMP_001,2025-02-27,0,0,52.61
INT_01043,CUST_0111,CAMP_010,2024-10-19,0,0,113.11
INT_01044,CUST_0428,CAMP_007,2025-09-30,0,0,92.31
INT_01045,CUST_0077,CAMP_006,2025-02-26,0,0,329.68
INT_01046,CUST_0281,CAMP_003,2026-04-14,0,0,164.31
INT_01047,CUST_0482,CAMP_001,2025-10-10,1,1,486.98
INT_01048,CUST_0373,CAMP_008,2025-06-18,0,1,334.18
INT_01049,CUST_0312,CAMP_005,2024-10-18,1,1,259.96
INT_01050,CUST_0271,CAMP_005,2025-01-22,1,0,288.58
INT_01051,CUST_0217,CAMP_007,2024-06-28,1,0,441.79
INT_01052,CUST_0057,CAMP_007,2025-10-23,0,1,379.95
INT_01053,CUST_0398,CAMP_007,2026-03-07,0,0,65.85
INT_01054,CUST_0148,CAMP_001,2025-06-17,0,0,211.01
INT_01055,CUST_0122,CAMP_010,2025-09-30,1,0,330.6
INT_01056,CUST_0155,CAMP_010,2024-11-05,1,0,289.68
INT_01057,CUST_0063,CAMP_004,2024-08-15,0,0,467.31
INT_01058,CUST_0025,CAMP_006,2026-04-19,1,0,17.11
INT_01059,CUST_0123,CAMP_004,2025-04-02,1,1,453.01
INT_01060,CUST_0215,CAMP_009,2025-03-03,0,0,192.52
INT_01061,CUST_0328,CAMP_008,2025-07-14,1,0,24.01
INT_01062,CUST_0407,CAMP_006,2025-07-21,0,1,98.95
INT_01063,CUST_0319,CAMP_009,2025-01-07,0,1,91.09
INT_01064,CUST_0235,CAMP_005,2026-02-01,1,1,71.48
INT_01065,CUST_0033,CAMP_003,2025-09-16,1,1,17.06
INT_01066,CUST_0057,CAMP_009,2025-07-03,0,0,397.39
INT_01067,CUST_0429,CAMP_003,2024-10-26,1,0,80.94
INT_01068,CUST_0464,CAMP_005,2024-10-13,1,0,161.27
INT_01069,CUST_0256,CAMP_002,2026-01-17,0,1,286.04
INT_01070,CUST_0306,CAMP_008,2025-10-12,0,1,241.92
INT_01071,CUST_0275,CAMP_003,2025-07-14,1,1,171.95
INT_01072,CUST_0009,CAMP_005,2026-05-21,1,1,314.36
INT_01073,CUST_0324,CAMP_009,2026-05-02,1,0,408.49
INT_01074,CUST_0264,CAMP_003,2026-03-11,1,1,288.6
INT_01075,CUST_0295,CAMP_006,2024-06-01,0,0,226.05
INT_01076,CUST_0124,CAMP_002,2026-01-02,1,1,107.42
INT_01077,CUST_0368,CAMP_004,2025-04-18,1,0,310.66
INT_01078,CUST_0074,CAMP_006,2026-03-19,0,0,272.94
INT_01079,CUST_0150,CAMP_004,2024-10-10,1,0,58.91
INT_01080,CUST_0220,CAMP_005,2024-12-31,0,0,139.65
INT_01081,CUST_0001,CAMP_007,2024-09-05,0,0,384.26
INT_01082,CUST_0315,CAMP_006,2025-07-13,0,0,461.94
INT_01083,CUST_0181,CAMP_006,2025-03-27,1,0,168.63
INT_01084,CUST_0124,CAMP_005,2025-02-06,0,0,446.26
INT_01085,CUST_0293,CAMP_010,2024-07-09,1,1,127.64
INT_01086,CUST_0214,CAMP_005,2026-05-29,0,0,403.49
INT_01087,CUST_0096,CAMP_008,2025-08-19,1,0,243.68
INT_01088,CUST_0341,CAMP_002,2025-03-17,1,0,274.45
INT_01089,CUST_0343,CAMP_008,2025-08-15,0,0,331.62
INT_01090,CUST_0044,CAMP_001,2026-01-28,1,0,334.01
INT_01091,CUST_0269,CAMP_010,2025-04-15,0,0,171.19
INT_01092,CUST_0500,CAMP_010,2024-10-07,0,0,259.54
INT_01093,CUST_0185,CAMP_010,2024-09-17,0,1,31.56
INT_01094,CUST_0035,CAMP_002,2026-02-05,1,0,182.71
INT_01095,CUST_0489,CAMP_008,2024-11-09,0,1,321.15
INT_01096,CUST_0270,CAMP_004,2026-04-15,0,0,482.38
INT_01097,CUST_0279,CAMP_009,2026-03-03,0,0,63.11
INT_01098,CUST_0260,CAMP_002,2024-07-20,1,0,113.56
INT_01099,CUST_0403,CAMP_007,2024-11-12,0,0,228.72
INT_01100,CUST_0260,CAMP_009,2025-06-29,1,0,55.57
INT_01101,CUST_0284,CAMP_005,2025-01-21,0,0,275.23
INT_01102,CUST_0011,CAMP_007,2024-08-27,1,0,147.86
INT_01103,CUST_0200,CAMP_001,2025-11-07,1,1,436.65
INT_01104,CUST_0448,CAMP_003,2025-10-17,0,0,153.52
INT_01105,CUST_0241,CAMP_003,2024-09-06,1,1,218.08
INT_01106,CUST_0023,CAMP_004,2025-03-20,1,0,492.16
INT_01107,CUST_0326,CAMP_006,2026-04-18,0,0,41.48
INT_01108,CUST_0199,CAMP_007,2025-03-04,1,0,433.48
INT_01109,CUST_0192,CAMP_010,2025-05-01,1,0,252.36
INT_01110,CUST_0130,CAMP_008,2025-09-04,1,1,198.78
INT_01111,CUST_0383,CAMP_003,2024-11-13,1,0,470.62
INT_01112,CUST_0009,CAMP_006,2026-03-16,0,0,499.27
INT_01113,CUST_0183,CAMP_003,2025-03-02,1,0,97.44
INT_01114,CUST_0404,CAMP_002,2024-12-21,1,0,420.01
INT_01115,CUST_0035,CAMP_008,2024-12-17,1,0,110.93
INT_01116,CUST_0177,CAMP_006,2026-02-18,1,0,8.36
INT_01117,CUST_0124,CAMP_003,2025-03-04,1,0,366.71
INT_01118,CUST_0376,CAMP_006,2026-01-13,0,0,176.97
INT_01119,CUST_0337,CAMP_001,2025-12-12,0,0,300.47
INT_01120,CUST_0322,CAMP_001,2025-11-10,1,1,75.89
INT_01121,CUST_0054,CAMP_008,2024-08-14,1,0,429.96
INT_01122,CUST_0396,CAMP_005,2026-02-24,1,0,262.52
INT_01123,CUST_0298,CAMP_004,2024-06-16,1,1,400.13
INT_01124,CUST_0377,CAMP_003,2025-11-01,0,0,181.33
INT_01125,CUST_0388,CAMP_010,2025-12-28,1,0,115.21
INT_01126,CUST_0171,CAMP_003,2025-09-19,1,1,473.58
INT_01127,CUST_0069,CAMP_008,2025-10-24,0,1,265.44
INT_01128,CUST_0023,CAMP_002,2025-07-19,0,0,187.24
INT_01129,CUST_0181,CAMP_003,2025-06-23,0,1,50.07
INT_01130,CUST_0280,CAMP_010,2026-01-23,0,0,82.82
INT_01131,CUST_0174,CAMP_007,2024-11-01,1,0,317.16
INT_01132,CUST_0417,CAMP_007,2025-05-23,1,0,309.09
INT_01133,CUST_0330,CAMP_007,2026-05-17,1,0,421.62
INT_01134,CUST_0090,CAMP_007,2025-08-24,0,0,375.55
INT_01135,CUST_0426,CAMP_008,2025-09-13,1,0,76.03
INT_01136,CUST_0399,CAMP_007,2025-10-26,0,0,471.1
INT_01137,CUST_0351,CAMP_001,2025-08-31,0,0,304.83
INT_01138,CUST_0238,CAMP_001,2025-03-01,1,0,429.15
INT_01139,CUST_0357,CAMP_009,2025-07-25,1,1,139.21
INT_01140,CUST_0246,CAMP_004,2024-08-16,1,1,479.53
INT_01141,CUST_0324,CAMP_006,2024-12-11,0,1,474.45
INT_01142,CUST_0094,CAMP_001,2025-08-26,1,0,148.25
INT_01143,CUST_0416,CAMP_006,2025-12-16,0,0,450.48
INT_01144,CUST_0070,CAMP_009,2024-12-24,0,0,486.0
INT_01145,CUST_0033,CAMP_004,2024-11-18,0,1,446.87
INT_01146,CUST_0367,CAMP_001,2026-04-23,1,0,234.0
INT_01147,CUST_0398,CAMP_001,2024-12-04,1,0,68.06
INT_01148,CUST_0484,CAMP_004,2024-08-26,1,0,469.07
INT_01149,CUST_0235,CAMP_004,2024-09-08,0,1,0.18
INT_01150,CUST_0019,CAMP_006,2025-05-29,1,0,125.66
INT_01151,CUST_0151,CAMP_005,2025-02-21,1,0,277.88
INT_01152,CUST_0104,CAMP_003,2024-12-20,1,1,155.8
INT_01153,CUST_0023,CAMP_002,2025-11-13,1,0,461.53
INT_01154,CUST_0406,CAMP_007,2024-11-25,0,0,306.56
INT_01155,CUST_0103,CAMP_009,2026-05-28,0,1,479.64
INT_01156,CUST_0454,CAMP_010,2024-08-01,0,0,29.61
INT_01157,CUST_0022,CAMP_005,2024-10-01,0,0,205.19
INT_01158,CUST_0162,CAMP_003,2026-02-01,1,1,71.9
INT_01159,CUST_0478,CAMP_002,2025-04-28,1,1,411.22
INT_01160,CUST_0159,CAMP_001,2025-11-20,1,0,382.3
INT_01161,CUST_0264,CAMP_005,2026-02-04,0,1,403.49
INT_01162,CUST_0204,CAMP_005,2025-05-15,1,1,475.46
INT_01163,CUST_0418,CAMP_008,2026-04-12,1,0,121.23
INT_01164,CUST_0279,CAMP_009,2026-04-07,0,0,393.16
INT_01165,CUST_0243,CAMP_010,2025-09-27,1,0,323.04
INT_01166,CUST_0130,CAMP_009,2025-11-10,0,1,195.5
INT_01167,CUST_0019,CAMP_006,2024-08-29,0,0,96.69
INT_01168,CUST_0386,CAMP_007,2025-08-16,0,0,417.16
INT_01169,CUST_0332,CAMP_003,2025-05-09,1,0,35.27
INT_01170,CUST_0098,CAMP_006,2024-07-30,1,0,481.68
INT_01171,CUST_0147,CAMP_008,2025-08-13,0,0,138.11
INT_01172,CUST_0183,CAMP_006,2024-11-29,1,0,446.32
INT_01173,CUST_0442,CAMP_004,2024-07-21,1,0,61.74
INT_01174,CUST_0400,CAMP_003,2025-04-09,1,0,369.83
INT_01175,CUST_0025,CAMP_007,2026-01-10,1,0,472.17
INT_01176,CUST_0444,CAMP_001,2025-03-20,1,0,75.92
INT_01177,CUST_0336,CAMP_004,2024-08-29,0,0,221.69
INT_01178,CUST_0170,CAMP_004,2024-12-09,1,0,336.12
INT_01179,CUST_0140,CAMP_003,2026-03-04,0,0,380.29
INT_01180,CUST_0064,CAMP_004,2025-01-04,1,0,5.38
INT_01181,CUST_0410,CAMP_001,2025-03-27,0,0,58.65
INT_01182,CUST_0189,CAMP_010,2026-05-03,0,0,155.58
INT_01183,CUST_0224,CAMP_009,2024-07-29,0,0,51.31
INT_01184,CUST_0456,CAMP_003,2025-03-18,1,0,314.27
INT_01185,CUST_0205,CAMP_002,2025-02-10,1,0,235.55
INT_01186,CUST_0381,CAMP_006,2026-01-11,0,0,330.21
INT_01187,CUST_0226,CAMP_001,2025-01-07,1,0,149.41
INT_01188,CUST_0459,CAMP_007,2025-09-26,0,0,62.43
INT_01189,CUST_0490,CAMP_005,2025-10-17,0,0,371.46
INT_01190,CUST_0198,CAMP_009,2025-06-11,1,1,227.18
INT_01191,CUST_0174,CAMP_010,2025-02-17,1,0,35.2
INT_01192,CUST_0499,CAMP_001,2025-08-13,1,0,489.5
INT_01193,CUST_0096,CAMP_010,2025-05-22,1,0,455.25
